model,n_centroids,n_probe,query_method,index_build_time,Query Time,Queries per second,Top-K Vote Accuracy,Top-K Average Accuracy,Mean Average Precision (MAP),Normalized Discounted Cumulative Gain (nDCG),Mean Reciprocal Rank (MRR),Top-K Vote Accuracy_gini,Top-K Vote Accuracy_celltype_gini,Top-K Average Accuracy_gini,Top-K Average Accuracy_celltype_gini,MAP_gini,MAP_celltype_gini,nDCG_gini,nDCG_celltype_gini,MRR_gini,MRR_celltype_gini,Average Entropy,Average α-NDCG
scimilarity,64,16,10x Chromium (v2) B,0.1175439357757568,0.0673303604125976,47853.59799436269,0.8854748603351955,0.8688454376163873,0.8835409498175694,0.926434982850208,0.91378649560888,0.1145251396648044,0.0488907245687538,0.1250204191228197,0.0636142368205002,0.1110534361043661,0.0585714007941767,0.070387430947688,0.0351390527669537,0.0854296885196111,0.0420440775432569,1.1846172147720575,0.8708041422841832
scimilarity,64,32,10x Chromium (v2) B,0.1175439357757568,0.1110932826995849,29002.65364120019,0.8854748603351955,0.8688454376163873,0.8834982668518058,0.926421928260947,0.91378649560888,0.1145251396648044,0.0488907245687538,0.12501600213977,0.0636170466321509,0.1110955371311599,0.0585407229262451,0.0703994433509041,0.0351299431445604,0.0854296885196111,0.0420440775432569,1.1846811936081882,0.8707949095749127
scimilarity,64,1,10x Chromium (v3),0.118502140045166,0.0084502696990966,381289.60550743446,0.9230291744258224,0.8829112352576041,0.9037742796557744,0.950266150917282,0.94127997322475,0.0769708255741775,0.0534992452443394,0.1050685367202566,0.0648463922881628,0.0863777960758723,0.0572446684095856,0.0454386894710426,0.0427040143236517,0.0578809493846617,0.0457257734090708,1.7074761775023095,0.8912014995968883
scimilarity,64,2,10x Chromium (v3),0.118502140045166,0.012047529220581,267440.72921572893,0.9230291744258224,0.8883860955927994,0.9061406237071816,0.9527669486703352,0.940162998188966,0.0769708255741775,0.0517161463866666,0.0984763522504179,0.0622329344679089,0.0832518609188913,0.0556262412420753,0.0427455123630039,0.0418062918288162,0.0589195036675756,0.0472457238493364,1.7662404961616167,0.8924004852586787
scimilarity,64,4,10x Chromium (v3),0.118502140045166,0.0178186893463134,180821.38014638,0.9298572315332092,0.8904096834264432,0.9066252835763235,0.9530111327831728,0.939791944264324,0.0701427684667908,0.0537444480015568,0.0963616280149299,0.0622873300757578,0.0825857347181635,0.0555440927655742,0.0424595507294384,0.0417915241732837,0.0592941615322185,0.0472525912386379,1.7545679983111848,0.8920497168081052
scimilarity,64,8,10x Chromium (v3),0.118502140045166,0.0256035327911376,125842.00884634368,0.9295468653010552,0.890391061452514,0.9064727856865628,0.9529688385478348,0.9401457593979616,0.0704531346989447,0.0538406827878971,0.0962843370637225,0.062754304072006,0.0827234876500455,0.0563584790197257,0.0425021169499797,0.0424131260438208,0.0589456436342809,0.0475103955715867,1.7545154685710689,0.8920813097679654
scimilarity,64,16,10x Chromium (v3),0.118502140045166,0.0428495407104492,75193.33805167924,0.9298572315332092,0.8906207324643078,0.9063807595399486,0.9530287113499832,0.94043786879293,0.0701427684667908,0.0540652815631433,0.0960130492994376,0.062915229617791,0.0828129346141988,0.0564486647170579,0.0424403328092448,0.0424706499815157,0.0586557699842907,0.0476122333183392,1.7546339499877683,0.8922166713038585
scimilarity,64,32,10x Chromium (v3),0.118502140045166,0.0975415706634521,33032.07010185301,0.9298572315332092,0.8907262569832403,0.9063657262023148,0.9530268914925178,0.94043786879293,0.0701427684667908,0.0540652815631433,0.095901214807724,0.062958556060164,0.082822162300974,0.0564509977960635,0.0424398508407011,0.042470214780139,0.0586557699842907,0.0476122333183392,1.7547044042490207,0.8922547967326883
scimilarity,64,1,CEL-Seq2,0.1139867305755615,0.0018877983093261,278631.4604698156,0.8669201520912547,0.8106083650190113,0.8220524320096091,0.8953776191796757,0.8660067525427145,0.1330798479087452,0.0614690810731949,0.163105814142832,0.0828391680174706,0.1524732592927589,0.0849067954965048,0.0923399293270212,0.0518053024240748,0.1304759222016501,0.0739824745443144,1.405333204871748,0.805715618298408
scimilarity,64,2,CEL-Seq2,0.1139867305755615,0.0026979446411132,194963.2294096854,0.8536121673003803,0.808745247148289,0.8205895103240627,0.8976524091333504,0.8707128548236116,0.1463878326996197,0.0643338504565259,0.1648488293728474,0.0824564935682288,0.1530708182502584,0.0832953457705607,0.0892647715008777,0.0505694905764232,0.126091597828015,0.0733298897874867,1.4399352991612866,0.8019139146923208
scimilarity,64,4,CEL-Seq2,0.1139867305755615,0.0032446384429931,162113.59423910646,0.8460076045627376,0.805361216730038,0.8197342308938083,0.8989737064303496,0.8729476097045259,0.1539923954372623,0.0658306983242544,0.167551071221554,0.0827096277298348,0.153360654054094,0.0861151200344861,0.0874156863925332,0.0525547626309951,0.1233440618632974,0.0744914960780323,1.445423130753917,0.8023732166163408
scimilarity,64,8,CEL-Seq2,0.1139867305755615,0.0059545040130615,88336.49265265265,0.8498098859315589,0.8063117870722434,0.8204104104638991,0.9001719285670814,0.8745550920510766,0.150190114068441,0.0650806776290518,0.1661784866826919,0.0840931115687644,0.152476819899999,0.088427839686687,0.0861795640011601,0.0554300103697646,0.1217860458696256,0.0788710349165581,1.445866672905339,0.8036706627025794
scimilarity,64,16,CEL-Seq2,0.1139867305755615,0.0086414813995361,60869.193102496894,0.8498098859315589,0.8058555133079848,0.8200854456017691,0.9000425148885131,0.8745550920510766,0.150190114068441,0.0650806776290518,0.1664964723856494,0.0841433032124332,0.1527996251919392,0.088501067411949,0.0862959945009048,0.0554611096472104,0.1217860458696256,0.0788710349165581,1.4460807817451895,0.8035614844310678
scimilarity,64,32,CEL-Seq2,0.1139867305755615,0.0200598239898681,26221.56606487039,0.8498098859315589,0.8058555133079848,0.8200743841596804,0.9000386608567142,0.8745550920510766,0.150190114068441,0.0650806776290518,0.1664964723856494,0.0841433032124332,0.1528137070406311,0.0885041001947918,0.086299537549155,0.0554625518116196,0.1217860458696256,0.0788710349165581,1.4459974941594036,0.8035640510313118
scimilarity,64,1,Drop-seq,0.1193492412567138,0.0155417919158935,423631.97471888567,0.8728736330498177,0.8236695018226002,0.8382768227098859,0.9152689040093268,0.8756029793785385,0.1271263669501822,0.0965075036634058,0.1479186453087397,0.1153569909113423,0.1353044671698886,0.1133816421831607,0.0716122287262948,0.0598201756802112,0.1194234457756693,0.0968864147351015,1.5808365532729671,0.821523029341548
scimilarity,64,2,Drop-seq,0.1193492412567138,0.0224313735961914,293517.4688151014,0.8792527339003645,0.8265188335358445,0.8390597256278665,0.916789563661532,0.8774235890128734,0.1207472660996354,0.0982885328116502,0.1445024377476315,0.1204292961626389,0.1341593698146378,0.115506880729135,0.0699494906451456,0.0611857003785164,0.117680908115584,0.0991398353740077,1.5956429029070092,0.8238206444935705
scimilarity,64,4,Drop-seq,0.1193492412567138,0.0335168838500976,196438.3094038981,0.8821385176184691,0.8259447144592953,0.8384088181223847,0.9171694511618624,0.8782039598536012,0.1178614823815309,0.1001827193512845,0.1441626550802564,0.1227424897701229,0.1342604310387638,0.1172039670923746,0.0693516941905616,0.0615918719775761,0.1169363749509351,0.0985001713187431,1.597871379499609,0.8243575709091706
